macro_recall,precision_mean,precision_median,precision_std,recall_mean,recall_median,recall_std,f1_mean,f1_median,f1_std
0.21221256275687045,0.30084523435050753,0.2778320842836972,0.3209688516700512,0.21221256275687045,0.1076388888888889,0.2738110847908521,0.231584467545405,0.16914191419141913,0.27292480814778586
